#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link
644,Fe3O4,peroxidase,7,740,740,740,alanine,0,ethylene glycol,89.09,226.6,0.00000445,H2O2 + TMB,0.001,900,0.8,0.002,4.5,,,,https://doi.org/10.1039/C6CC08542C
645,Fe3O4,peroxidase,7,650,650,650,histidine,0,ethylene glycol,155.15,37.99,0.00000528,H2O2 + TMB,0.001,900,0.8,0.002,4.5,,,,https://doi.org/10.1039/C6CC08542C
646,Ir,catalase,7,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),0,0,58000,297,0.54,H2O2 +DMPO,0.001,100,50,0.625,7,37,,,https://doi.org/10.1021/acsami.5b01271
647,Pt,catalase,7,1.87,1.87,1.87,apoferritin,0,0,440000,420.6,0.84,H2O2 + DEPMPO,5,100,14,0.67,7.4,37,-27,,https://doi.org/10.1016/j.biomaterials.2010.11.004
648,RuO2,catalase,7,4,4,4,naked,0,0,0,400,0.968,H2O2,0.001,800,no,0.001,7,,,,https://doi.org/10.1002/chem.201200643
649,Mn3O4,catalase,4,180,180,180,naked,0,0,0,0.511,0.122166667,H2O2 + DMPO,0.001,3,100,0.005,7,25,,,https://doi.org/10.1002/anie.201708573
650,CoFe2O4,catalase,7,164.8,164.8,164.8,poly(ethylene oxide),0,ethylene glycol,3400,34.58,0.00233,H2O2 + DMPO,0.001,30,0,0.02,6.8,,21,,https://doi.org/10.1021/acsnano.1c03128
651,MoO2.8,catalase,2,3.1,3.1,3.1,poly(ethylene oxide),0,0,5000,6.72,0.0196,H2O2,2.5,30,no,0.01,9,,,,https://doi.org/10.1016/j.jcis.2018.12.093 
652,Eu2O2S,peroxidase,6,10,10,0.7,naked,oleic acid,oleylamine,267.49,0.034,0.522,TMB + H2O2,0.03,2,,,4,40,,121.99,https://doi.org/10.1039/C5NJ02705E
653,Eu2O2S,peroxidase,6,10,10,0.7,naked,oleic acid,oleylamine,267.49,30.11,1.809,H2O2 + TMB,3,80,10,,4,40,,121.99,https://doi.org/10.1039/C5NJ02705E
654,Eu2O2S,peroxidase,6,13,13,13,naked,0,trioctylphosphine,370.64,0.14,0.683,TMB + H2O2,0.03,2,,,4,40,,68.69,https://doi.org/10.1039/C5NJ02705E
655,Eu2O2S,peroxidase,6,13,13,13,naked,0,trioctylphosphine,370.64,142.34,4.488,H2O2 + TMB,3,80,10,,4,40,,68.69,https://doi.org/10.1039/C5NJ02705E
656,Eu2O2S,peroxidase,6,7,3,3,naked,0,oleylamine,267.49,0.182,0.679,TMB + H2O2,0.03,2,,,4,40,,60.91,https://doi.org/10.1039/C5NJ02705E
657,Eu2O2S,peroxidase,6,7,3,3,naked,0,oleylamine,267.49,195.48,3.82,H2O2 + TMB,3,80,10,,4,40,,60.91,https://doi.org/10.1039/C5NJ02705E
658,Eu2O3,peroxidase,6,150,150,150,naked,0,0,,0.27,0.787,TMB + H2O2,0.03,2,,,4,40,,,https://doi.org/10.1039/C5NJ02705E
659,Eu2O3,peroxidase,6,150,150,150,naked,0,0,,211.59,4.366,H2O2 + TMB,3,80,10,,4,40,,,https://doi.org/10.1039/C5NJ02705E
660,RuSe2,peroxidase,7,5,5,5,naked,Poloxalene,0,5750,1.207,0.00072411,TMB + H2O2,0.05,0.75,2.5,0.005,4.5,60,,131.7,https://doi.org/10.1007/s41664-019-00104-0
661,RuSe2,peroxidase,7,5,5,5,naked,Poloxalene,0,5750,0.936,0.00013193,H2O2 + TMB,0.001,50,0.25,0.005,4.5,60,,131.7,https://doi.org/10.1007/s41664-019-00104-0
662,RuSe2,peroxidase,7,5,5,5,naked,0,0,0,2.22,0.00032446,TMB + H2O2,0.05,0.75,2.5,0.005,4.5,60,,10.03,https://doi.org/10.1007/s41664-019-00104-0
663,RuSe2,peroxidase,7,5,5,5,naked,0,0,0,0.645,0.00004234,H2O2 + TMB,0.001,50,0.25,0.005,4.5,60,,10.03,https://doi.org/10.1007/s41664-019-00104-0
664,YVO4,peroxidase,4,15000,15000,15000,naked,0,0,0,0.1062,0.000361,TMB + H2O2,0.1,0.8,2,0.08,4,25,-2.93,25.39,https://doi.org/10.1016/j.colsurfa.2021.126427
665,YVO4,peroxidase,4,15000,15000,15000,naked,0,0,0,3.82,0.000597,H2O2 + TMB,1,8,0.2,0.08,4,25,-2.93,25.39,https://doi.org/10.1016/j.colsurfa.2021.126427
666,Ce2(WO4)3,peroxidase,2,500,500,50,naked,0,0,0,0.053,0.0001709,TMB + H2O2,0.01,0.1,2.5,0.07,4,25,-28.81,67.06,https://doi.org/10.1016/j.saa.2020.118499
667,Ce2(WO4)3,peroxidase,2,500,500,50,naked,0,0,0,4.25,0.0002006,H2O2 + TMB,1,25,0.8,0.07,4,25,-28.81,67.06,https://doi.org/10.1016/j.saa.2020.118499
668,Mo5N6,peroxidase,,500,500,10,naked,0,0,0,1.456,0.0000595,TMB + H2O2,0.1,1.2,0.05,0.014,3,37,,,https://doi.org/10.1007/s00604-021-05112-5
669,Mo5N6,peroxidase,,500,500,10,naked,0,0,0,0.082,0.000009,H2O2 + TMB,0.005,0.05,0.4,0.014,3,37,,,https://doi.org/10.1007/s00604-021-05112-5
670,CuS,peroxidase,6,6,6,6,naked,BSA,0,66500,0.409,0.0000632,TMB + H2O2,0.2,2,20,,4.5,45,,,https://doi.org/10.1016/j.talanta.2021.122594
671,CuS,peroxidase,6,6,6,6,naked,BSA,0,66500,0.406,0.0000549,H2O2 + TMB,0.1,20,2,,4.5,45,,,https://doi.org/10.1016/j.talanta.2021.122594
672,CuS,catalase,6,6,6,6,naked,BSA,0,66500,5.47,0.00418,H2O2,0.1,20,no,,9,60,,,https://doi.org/10.1016/j.talanta.2021.122594
673,Co3O4,peroxidase,7,10,10,10,b-cyclodextrin,0,0,1135,0.17,0.0000281,TMB + H2O2,0.1,0.8,5,1,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106
674,Co3O4,peroxidase,7,10,10,10,b-cyclodextrin,0,0,1135,1.42,0.0000285,H2O2 + TMB,1,8,0.5,1,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106
675,Co3O4,peroxidase,7,10,10,10,naked,0,0,0,0.25,0.0000185,TMB + H2O2,0.1,0.8,5,1,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106
676,Co3O4,peroxidase,7,10,10,10,naked,0,0,0,5.17,0.0000179,H2O2 + TMB,1,8,0.5,1,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106
677,Fe0.8Ni0.2S2,peroxidase,,600,140,140,naked,0,0,0,0.221,0.000219,TMB + H2O2,0.001,5,0.25,0.05,4,25,,14.9,https://doi.org/10.1021/acs.jpcc.1c10325
678,Fe0.8Ni0.2S2,peroxidase,,600,140,140,naked,0,0,0,0.0192,0.000241,H2O2 + TMB,0.001,1.2,1,0.05,4,25,,14.9,https://doi.org/10.1021/acs.jpcc.1c10325
679,Fe0.6Ni0.4S2,peroxidase,,300,300,300,naked,0,0,0,0.797,0.000172,TMB + H2O2,0.001,5,0.25,0.05,4,25,,12.8,https://doi.org/10.1021/acs.jpcc.1c10325
680,Fe0.6Ni0.4S2,peroxidase,,300,300,300,naked,0,0,0,0.123,0.000172,H2O2 + TMB,0.001,1.2,1,0.05,4,25,,12.8,https://doi.org/10.1021/acs.jpcc.1c10325
681,Fe0.4Ni0.6S2,peroxidase,,200,200,200,naked,0,0,0,0.916,0.000102,TMB + H2O2,0.001,5,0.25,0.05,4,25,,16.6,https://doi.org/10.1021/acs.jpcc.1c10325
682,Fe0.4Ni0.6S2,peroxidase,,200,200,200,naked,0,0,0,0.252,0.000145,H2O2 + TMB,0.001,1.2,1,0.05,4,25,,16.6,https://doi.org/10.1021/acs.jpcc.1c10325
683,FeS2,peroxidase,,400,50,50,naked,0,0,0,1.08,0.000478,TMB + H2O2,0.001,5,0.25,0.05,4,25,,7.5,https://doi.org/10.1021/acs.jpcc.1c10325
684,FeS2,peroxidase,,400,50,50,naked,0,0,0,0.0907,0.000127,H2O2 + TMB,0.001,1.2,1,0.05,4,25,,7.5,https://doi.org/10.1021/acs.jpcc.1c10325
687,Cu9S8,peroxidase,6,133.78,133.78,133.78,naked,0,"Cetrimonium bromide, sodium laurate",364.45,0.66,0.00000716,TMB + H2O2,0.1,0.5,0.1,0.4,,50,,6.29,https://doi.org/10.1016/j.jpcs.2021.110534
688,Cu9S8,peroxidase,6,133.78,133.78,133.78,naked,0,"Cetrimonium bromide, sodium laurate",364.45,0.449,0.00000851,H2O2 + TMB,0.1,0.5,0.1,0.4,,50,,6.29,https://doi.org/10.1016/j.jpcs.2021.110534
689,ZnS,peroxidase,7,10,10,10,naked,0,0,0,0.3016,0.00003109,TMB + H2O2,0.001,1,10,0.00625,4,40,,102.25,https://doi.org/10.1021/acssuschemeng.9b04043
690,ZnS,peroxidase,7,10,10,10,naked,0,0,0,0.308,0.000091533,H2O2 + TMB,0.001,8,0.816,0.00625,4,40,,102.25,https://doi.org/10.1021/acssuschemeng.9b04043
691,Bi2Fe4O9,peroxidase,3,396,396,20,naked,0,0,,0.07,0.0000217,TMB + H2O2,0.01,0.3,5,0.008,3.5,45,-31.62,,https://doi.org/10.1016/j.jcis.2022.01.041
692,Bi2Fe4O9,peroxidase,3,396,396,20,naked,0,0,,0.73,0.0000156,H2O2 + TMB,0.1,5,0.3,0.008,3.5,45,-31.62,,https://doi.org/10.1016/j.jcis.2022.01.041
693,FeS2,peroxidase,,200,200,200,naked,0,sodium citrate,192.12,0.17,0.0000393,TMB + H2O2,0.001,0.45,0.2,0.0003,4,45,-4.48,,https://doi.org/10.1016/j.bios.2019.111983
694,FeS2,peroxidase,,200,200,200,naked,0,sodium citrate,192.12,0.3,0.0000562,H2O2 + TMB,0.001,0.8,0.2,0.0003,4,45,-4.48,,https://doi.org/10.1016/j.bios.2019.111983
695,WS2,peroxidase,6,80,80,4.9,naked,0,0,,0.43,0.000002,TMB + H2O2,0.01,2,0.1,0.1,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421
696,WS2,peroxidase,6,80,80,4.9,naked,0,0,,13.17,0.00001,H2O2 + TMB,10,100,0.5,0.1,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421
697,WSe2,peroxidase,6,60,60,5.8,naked,0,0,,0.32,0.0000103,TMB + H2O2,0.01,2,0.1,0.1,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421
698,WSe2,peroxidase,6,60,60,5.8,naked,0,0,,5.63,0.000006,H2O2 + TMB,10,100,0.5,0.1,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421
699,WTe2,peroxidase,3,450,450,5.4,naked,0,0,,0.22,0.0001538,TMB + H2O2,0.01,0.1,0.1,0.1,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421
700,WTe2,peroxidase,3,450,450,5.4,naked,0,0,,0.31,0.000155,H2O2 + TMB,10,100,0.5,0.1,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421
701,CeCoO3,peroxidase,7,35,35,35,perylenediimide,0,0,390.3,0.012,0.0000107,TMB + H2O2,0.01,0.08,250,,5,35,,,https://doi.org/10.1016/j.talanta.2020.121142
702,CeCoO3,peroxidase,7,35,35,35,perylenediimide,0,0,390.3,18.64,0.0000291,H2O2 + TMB,1,10,1,,5,35,,,https://doi.org/10.1016/j.talanta.2020.121142
703,Fe3O4,peroxidase,7,30,30,30,perylenediimide,0,sodium citrate,390.3,0.049,0.00002606,TMB + H2O2,0.02,0.08,0.25,0.3,3.8,45,8.639,,https://doi.org/10.1039/C7NJ00292K
704,Fe3O4,peroxidase,7,30,30,30,perylenediimide,0,sodium citrate,390.3,0.7414,0.000015459,H2O2 + TMB,1,6,0.2,0.3,3.8,45,8.639,,https://doi.org/10.1039/C7NJ00292K
705,Fe3O4,peroxidase,7,15,15,15,naked,0,sodium citrate,192.12,0.0603,0.00002077,TMB + H2O2,0.02,0.08,0.25,0.3,3.8,45,3.9627,,https://doi.org/10.1039/C7NJ00292K
706,Fe3O4,peroxidase,7,15,15,15,naked,0,sodium citrate,192.12,3.927,0.00001743,H2O2 + TMB,1,6,0.2,0.3,3.8,45,3.9627,,https://doi.org/10.1039/C7NJ00292K
707,Cu2MoS4,peroxidase,7,28,28,12,poly(N-Vinylpyrrolidone),0,0,30000,1.36,0.0002729,TMB + H2O2,0.001,2,1 000.000,0.04,4,25,,,https://doi.org/10.1002/smll.202001099
708,Cu2MoS4,peroxidase,7,28,28,12,poly(N-Vinylpyrrolidone),0,0,30000,25.46,0.0004281,H2O2 + TMB,0.001,60,2,0.04,4,25,,,https://doi.org/10.1002/smll.202001099
709,Cu2MoS4,oxidase,7,28,28,12,poly(N-Vinylpyrrolidone),0,0,30000,0.0121,0.00011,ascorbic acid + no,0.001,0.1,no,0.008,,25,,,https://doi.org/10.1002/smll.202001099
710,Fe3O4,peroxidase,,130,130,130,naked,poly(ethylene oxide),ethyleneglycol,10000,0.2411,0.00065,TMB + H2O2,0.001,2,1 000.000,0.01,3.6,37,,,https://doi.org/10.1038/s41596-018-0001-1
711,Au,peroxidase,,13,13,13,naked,0,trisodium citrate,192.12,0.1277,0.000275,TMB + H2O2,0.001,0.9,1 000.000,0.01,3.6,37,,,https://doi.org/10.1038/s41596-018-0001-1
712,C,peroxidase,,150,150,150,naked,0,0,0,0.1037,0.000562,TMB + H2O2,0.001,2,1 000.000,0.01,3.6,37,,,https://doi.org/10.1038/s41596-018-0001-1
713,MnO2,oxidase,,100,20,20,naked,0,0,0,0.027,0.000113,TMB,0.005,1,no,0.01,3.8,25,,,https://doi.org/10.1080/03067319.2019.1599875
714,MnO2,oxidase,,100,20,20,naked,0,0,0,0.03,0.000046,ABTS,0.005,1,no,0.01,3.8,25,,,https://doi.org/10.1080/03067319.2019.1599875
715,MnOOH,oxidase,2,10000,50,50,naked,poly(N-Vinylpyrrolidone),0,10000,0.037,0.000087,TMB,0.001,0.1,no,0.01,4,,,,https://doi.org/10.1016/j.snb.2019.04.020
716,Co3V2O8,peroxidase,,2500,138,138,naked,0,0,0,0.179,0.000578,TMB + H2O2,0.01,0.4,5,0.05,4,,,33.63 ,https://doi.org/10.1016/j.apcatb.2019.118256
717,Co3V2O8,peroxidase,,2500,138,138,naked,0,0,0,0.12,0.000053,H2O2 + TMB,0.1,4,0.05,0.05,4,,,33.63 ,https://doi.org/10.1016/j.apcatb.2019.118256
718,Co3V2O8,oxidase,,2500,138,138,naked,0,0,0,0.444,0.000095,TMB,0.01,0.8,0,0.05,4,,,33.63 ,https://doi.org/10.1016/j.apcatb.2019.118256
719,Co3O4@NiO,peroxidase,7,4000,500,500,naked,0,0,0,0.036,no,TMB + H2O2,0.01,0.2,10,3,4,,,,https://doi.org/10.1016/j.talanta.2018.01.019
720,Co3O4@NiO,peroxidase,7,4000,500,500,naked,0,0,0,8.17,no,H2O2 + TMB,0.5,20,0.1,3,4,,,,https://doi.org/10.1016/j.talanta.2018.01.019
721,SiW12@Co3O4,peroxidase,7,250,250,250,naked,0,0,0,0.023,0.000053,TMB + H2O2,0.01,1,50,1,5,,-20,,https://doi.org/10.1039/C9AN01262A
722,SiW12@Co3O4,peroxidase,7,250,250,250,naked,0,0,0,167.8,0.000251,H2O2 + TMB,50,2 000.0000,0.5,1,5,,-20,,https://doi.org/10.1039/C9AN01262A
723,Mo0.02-Co3O4,peroxidase,7,10000,200,200,naked,poly(N-Vinylpyrrolidone),0,1300000,0.0558,0.0000954,TMB + H2O2,0.02,0.2,10,3,4,,,158.89,https://doi.org/10.1021/acsanm.8b00945
724,Mo0.02-Co3O4,peroxidase,7,10000,200,200,naked,poly(N-Vinylpyrrolidone),0,1300000,22.48,0.00005245,H2O2 + TMB,2,34,0.1,3,4,,,158.89,https://doi.org/10.1021/acsanm.8b00945
725,Au,peroxidase,,35,35,35,BSA,0,0,66500,0.0025,0.0000623,TMB + H2O2,0.001,0.6,400,0.01,3,40,-6,,https://doi.org/10.1016/j.bios.2011.02.014
726,Au,peroxidase,,35,35,35,BSA,0,0,66500,25.3,0.0000721,H2O2 + TMB,10,300,0.5,0.01,3,40,-6,,https://doi.org/10.1016/j.bios.2011.02.014
727,FeS,peroxidase,6,50,50,50,naked,0,0,0,0.13,no,TMB + H2O2,,,,0.0067,7,25,,48.2,https://doi.org/10.1002/chem.200802158
728,FeS,peroxidase,6,50,50,50,naked,0,0,0,7.2,no,H2O2 + TMB,,,,0.0067,7,25,,48.2,https://doi.org/10.1002/chem.200802158
729,MoS2,peroxidase,,100,100,4,naked,0,0,0,0.525,0.0000429,TMB + H2O2,0.2,1.2,0.08,0.0018,6.9,30,,,https://doi.org/10.1039/C4NR03393K
730,MoS2,peroxidase,,100,100,4,naked,0,0,0,0.0116,0.0000516,H2O2 + TMB,0.01,0.12,1.2,0.0018,6.9,30,,,https://doi.org/10.1039/C4NR03393K
731,Fe0.5Co0.5,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,1.79,0.000456,TMB + H2O2,0.1,2.5,50,0.0035,4,35,,,https://doi.org/10.1039/C3CC41569D
732,Fe0.5Co0.5,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,0.06,0.000132,H2O2 + TMB,0.001,1,0.8,0.0035,4,35,,,https://doi.org/10.1039/C3CC41569D
733,Fe,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,0.38,0.000238,TMB + H2O2,0.1,2.5,50,0.0035,4,35,,,https://doi.org/10.1039/C3CC41569D
734,Fe,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,0.32,0.00041,H2O2 + TMB,0.001,1,0.8,0.0035,4,35,,,https://https://doi.org/10.1039/C3CC41569D
735,Co,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,5.09,0.0000998,TMB + H2O2,0.1,2.5,50,0.0035,4,35,,,https://doi.org/10.1039/C3CC41569D
736,Co,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,1.14,0.0000172,H2O2 + TMB,0.001,1,0.8,0.0035,4,35,,,https://doi.org/10.1039/C3CC41569D
737,MnFe2O4,peroxidase,7,18,18,18,naked,0,0,0,27.5,0.000104,OPD + H2O2,5,30,60,0.06,7,25,,,https://doi.org/10.1002/aoc.4465
738,CoFe2O4,peroxidase,7,15,15,15,naked,0,0,0,32.7,0.000078,OPD + H2O2,5,25,60,0.06,7,25,,,https://doi.org/10.1002/aoc.4465
739,NiFe2O4,peroxidase,7,35,35,35,naked,0,0,0,8.4,0.0000086,OPD + H2O2,3,20,60,0.06,7,25,,,https://doi.org/10.1002/aoc.4465
740,ZnFe2O4,peroxidase,7,10,10,10,naked,0,0,0,22.6,0.0000082,OPD + H2O2,8,25,60,0.06,7,25,,,https://doi.org/10.1002/aoc.4465
741,Rh,peroxidase,0,,,,naked,poly(N-Vinylpyrrolidone),0,,0.264,0.0001256,TMB + H2O2,0.0125,0.6,50,0.062,4,40,,,https://doi.org/10.1007/s12274-018-2154-1
742,Rh,peroxidase,0,,,,naked,poly(N-Vinylpyrrolidone),0,,4.51,0.0006809,H2O2 + TMB,0.1,5,50,0.062,4,40,,,https://doi.org/10.1007/s12274-018-2154-1
743,Fe3O4,peroxidase,7,150,150,150,naked,0,dimercaptosuccinic acid,182.22,0.485,0.0000563,TMB + H2O2,0.1,1.4,1 000.000,0.003,4.4,25,,,https://doi.org/10.1016/j.matlet.2013.04.020
744,Fe3O4,peroxidase,7,150,150,150,naked,0,dimercaptosuccinic acid,182.22,1175.3,0.0002396,H2O2 + TMB,200,1 200.0000,0.5,0.003,4.4,25,,,https://doi.org/10.1016/j.matlet.2013.04.020
745,Fe3O4-Pt0.15,peroxidase,,150,150,150,naked,0,dimercaptosuccinic acid,182.22,0.147,0.0000711,TMB + H2O2,0.1,1.4,1 000.000,0.003,4.4,25,,,https://doi.org/10.1016/j.matlet.2013.04.020
746,Fe3O4-Pt0.15,peroxidase,,150,150,150,naked,0,dimercaptosuccinic acid,182.22,702.6,0.0007136,H2O2 + TMB,200,1 200.0000,0.5,0.003,4.4,25,,,https://doi.org/10.1016/j.matlet.2013.04.020
747,Pt,oxidase,,5,5,5,Lysozymum,0,trisodium citrate,14000,0.63,0.0027,TMB,0.1,1,no,5,4,35,,,https://doi.org/10.1039/C3NR06896J
748,SiAu,peroxidase,,1700,900,900,naked,0,Cetrimonium bromide,364.45,0.0411,0.0001266,TMB + H2O2,0.001,0.8,50,0.1,4,35,,,https://doi.org/10.1002/adma.201405105
749,SiAu,peroxidase,,1700,900,900,naked,0,Cetrimonium bromide,364.45,15.81,0.000173,H2O2 + TMB,5,100,0.8,0.1,4,35,,,https://doi.org/10.1002/adma.201405105
750,SiAu,oxidase,,1700,900,900,naked,0,Cetrimonium bromide,364.45,0.2248,0.0001187,TMB,0.001,0.8,no,0.1,4,35,,,https://doi.org/10.1002/adma.201405105
751,Au@Pt0.16,oxidase,,60,14,14,naked,0,Cetrimonium bromide,364.45,0.0154,0.000008333,TMB,0.001,0.3,no,,4.5,30,,,https://doi.org/10.1021/la104566e
752,Au@Pd0.2Pt,oxidase,,60,14,14,naked,0,Cetrimonium bromide,364.45,0.0132,0.00001,TMB,0.001,0.3,no,,4.5,30,,,https://doi.org/10.1021/la104566e
753,Au@PdPt,oxidase,,60,14,14,naked,0,Cetrimonium bromide,364.45,0.0112,0.000011667,TMB,0.001,0.3,no,,4.5,30,,,https://doi.org/10.1021/la104566e
754,Fe3O4,peroxidase,7,25,25,25,naked,0,0,0,0.173,0.000333,TMB + H2O2,0.001,0.8,1 000.000,0.02,4,25,,273,https://doi.org/10.1002/chem.201101191
755,Fe3O4,peroxidase,7,25,25,25,naked,0,0,0,185,0.486,H2O2 + TMB,5,1 000.0000,0.8,0.02,4,25,,273,https://doi.org/10.1002/chem.201101191
756,Si-Fe3O4,peroxidase,7,27,27,27,naked,0,0,0,0.193,0.000172,TMB + H2O2,0.001,0.8,1 000.000,0.01,4,25,,,https://doi.org/10.1002/chem.201101191
757,Si-Fe3O4,peroxidase,7,27,27,27,naked,0,0,0,273,0.282,H2O2 + TMB,5,1 000.0000,0.8,0.01,4,25,,,https://doi.org/10.1002/chem.201101191
758,Se,oxidase,0,40,40,40,BSA,0,Glutathione,66500,0.859,0.000005333,TMB,0.001,0.8,no,,4,25,-19.5,,https://doi.org/10.1016/j.bej.2019.107384
759,Se,oxidase,0,70,70,70,chitosan,0,Glutathione,26300,0.852,0.000023833,TMB,0.001,0.9,no,,3.5,25,32.1,,https://doi.org/10.1016/j.bej.2019.107384
760,Co3Fe,oxidase,6,4500,200,200,Triton X-100,0,0,250.38,0.05,0.000387,TMB,0.08,0.4,no,0.035,4,30,,130.46,https://doi.org/10.1039/C2TB00389A
761,Co3Fe,oxidase,6,300,300,5,Triton X-100,0,0,250.38,0.218,0.000263,TMB,0.08,1,no,0.035,4,30,,90.87,https://doi.org/10.1039/C2TB00389A
762,Fe3O4,peroxidase,7,650,650,650,naked,0,ethylene glycol,62.07,101.4,0.043,TMB + H2O2,0.005,0.8,900,0.002,4.5,,,,https://doi.org/10.1039/C6CC08542C
763,Fe3O4,peroxidase,7,740,740,740,alanine,0,ethylene glycol,89.09,676,0.83,TMB + H2O2,0.005,0.8,900,0.002,4.5,,,,https://doi.org/10.1039/C6CC08542C
764,Fe3O4,peroxidase,7,650,650,650,histidine,0,ethylene glycol,155.15,589,0.361,TMB + H2O2,0.005,0.8,900,0.002,4.5,,,,https://doi.org/10.1039/C6CC08542C
765,Ni@Pt,oxidase,7,13,13,13,naked,poly(N-Vinylpyrrolidone),0,80000,0.021,0.000306,TMB,0.01,1,no,0.005,4.5,25,-6.08,,https://doi.org/10.1021/acs.analchem.2c05425
766,Pt,oxidase,7,13,13,13,naked,poly(N-Vinylpyrrolidone),0,80000,0.0285,0.0001406,TMB,0.01,1,no,0.005,4.5,25,-13.26,,https://doi.org/10.1021/acs.analchem.2c05425
767,PtNi0.33,oxidase,7,13,13,13,naked,poly(N-Vinylpyrrolidone),0,80000,0.0541,0.0001956,TMB,0.01,1,no,0.005,4.5,25,,,https://doi.org/10.1021/acs.analchem.2c05425
768,PtNi1,oxidase,7,13,13,13,naked,poly(N-Vinylpyrrolidone),0,80000,0.0213,0.0003059,TMB,0.01,1,no,0.005,4.5,25,,,https://doi.org/10.1021/acs.analchem.2c05425
769,PtNi1,oxidase,7,13,13,13,naked,poly(N-Vinylpyrrolidone),0,80000,0.0223,0.0000788,TMB,0.01,1,no,0.005,4.5,25,,,https://doi.org/10.1021/acs.analchem.2c05425
770,FeS2,peroxidase,7,70,70,70,naked,0,0,0,4.88,0.000699,TMB + H2O2,0.6,1.6,5,0.025,4,25,,5.6,https://doi.org/10.1021/acsami.0c12593
771,FeS2,peroxidase,7,70,70,70,naked,0,0,0,0.227,0.000392,H2O2 + TMB,0.06,0.18,15,0.025,4,25,,5.6,https://doi.org/10.1021/acsami.0c12593
772,(FeS2)0.3-SiO2,peroxidase,0,1200,1200,1200,naked,0,ethylene glycol,62.07,0.948,0.00031,TMB + H2O2,0.2,1.4,5,0.025,4,25,,210.1,https://doi.org/10.1021/acsami.0c12593
773,(FeS2)0.3-SiO2,peroxidase,0,1200,1200,1200,naked,0,ethylene glycol,62.07,0.0126,0.000181,H2O2 + TMB,0.01,0.12,15,0.025,4,25,,210.1,https://doi.org/10.1021/acsami.0c12593
774,NiS,peroxidase,7,320,320,320,naked,0,sodium citrate,192.12,0.241,0.0000509,TMB + H2O2,0.1,0.8,0.4,0.025,4,25,,139.22,https://doi.org/10.1007/s00216-018-1423-x
775,NiS,peroxidase,7,320,320,320,naked,0,sodium citrate,192.12,0.347,0.0000534,H2O2 + TMB,0.6,20,0.25,0.025,4,25,,139.22,https://doi.org/10.1007/s00216-018-1423-x
776,FeS2-C,peroxidase,1,105,105,10,naked,0,Terephthalic acid,166.13,0.16,0.0000623,TMB + H2O2,0.001,0.45,0.2,0.0003,4,45,,91.93,https://pubs.acs.org/doi/10.1021/acsabm.0c00605
777,FeS2-C,peroxidase,1,105,105,10,naked,0,Terephthalic acid,166.13,0.46,0.0001193,H2O2 + TMB,0.001,0.8,0.2,0.0003,4,45,,91.93,https://pubs.acs.org/doi/10.1021/acsabm.0c00606
778,Cu5ZnFe5S6,peroxidase,4,12,12,12,naked,oleic acid,oleylamine,267.49,2.2,0.39,TMB + H2O2,0.1,1.2,15,2,4.2,32,,,https://doi.org/10.1039/C5NR01728A
779,Cu5ZnFe5S6,peroxidase,4,12,12,12,naked,oleic acid,oleylamine,267.49,0.07,0.0056,H2O2 + TMB,0.01,0.5,15,2,4.2,32,,,https://doi.org/10.1039/C5NR01728A
780,Au,peroxidase,,2,2,2,keratin,0,0,50000,0.045,0.00000696,TMB + H2O2,0.2,0.7,0.1,0.5,4,40,,,https://doi.org/10.1007/s00604-019-3395-8
781,Au,peroxidase,,2,2,2,keratin,0,0,50000,0.164,0.00000899,H2O2 + TMB,0.02,0.2,0.02,0.5,4,40,,,https://doi.org/10.1007/s00604-019-3395-8
782,Fe3O4,peroxidase,7,100,100,100,montmorillonite,0,sodium citrate,360.31,0.025,0.00009409,TMB + H2O2,0.01,0.09,0.2,0.3,4,25,,,https://doi.org/10.1039/C8NJ01190G
783,Fe3O4,peroxidase,7,100,100,100,montmorillonite,0,sodium citrate,360.31,0.811,0.00005139,H2O2 + TMB,0.2,9,0.2,0.3,4,25,,,https://doi.org/10.1039/C8NJ01190G
